0 verbose cli C:\Program Files\nodejs\node.exe C:\Program Files\nodejs\node_modules\npm\bin\npm-cli.js
252 http cache @types/request-promise@https://registry.npmjs.org/@types/request-promise/-/request-promise-4.1.48.tgz 0ms (cache hit)
253 http cache @types/ps-tree@https://registry.npmjs.org/@types/ps-tree/-/ps-tree-1.1.2.tgz 0ms (cache hit)
254 http cache @types/request@https://registry.npmjs.org/@types/request/-/request-2.48.8.tgz 0ms (cache hit)
255 http cache @types/node@https://registry.npmjs.org/@types/node/-/node-16.11.39.tgz 0ms (cache hit)
256 http cache @types/ms@https://registry.npmjs.org/@types/ms/-/ms-0.7.31.tgz 0ms (cache hit)
257 http cache @types/mdast@https://registry.npmjs.org/@types/mdast/-/mdast-3.0.10.tgz 0ms (cache hit)
258 http cache @types/minimist@https://registry.npmjs.org/@types/minimist/-/minimist-1.2.2.tgz 0ms (cache hit)
259 http cache @types/markdown-table@https://registry.npmjs.org/@types/markdown-table/-/markdown-table-2.0.0.tgz 0ms (cache hit)
260 http cache @types/jsonld@https://registry.npmjs.org/@types/jsonld/-/jsonld-1.5.9.tgz 0ms (cache hit)
261 http cache @types/js-yaml@https://registry.npmjs.org/@types/js-yaml/-/js-yaml-4.0.5.tgz 0ms (cache hit)
262 http cache @types/jest@https://registry.npmjs.org/@types/jest/-/jest-29.5.4.tgz 0ms (cache hit)
263 http cache @types/istanbul-reports@https://registry.npmjs.org/@types/istanbul-reports/-/istanbul-reports-3.0.1.tgz 0ms (cache hit)
264 http cache @types/stack-utils@https://registry.npmjs.org/@types/stack-utils/-/stack-utils-2.0.1.tgz 0ms (cache hit)
265 http cache @types/istanbul-lib-report@https://registry.npmjs.org/@types/istanbul-lib-report/-/istanbul-lib-report-3.0.0.tgz 0ms (cache hit)
266 http cache @types/fs-extra@https://registry.npmjs.org/@types/fs-extra/-/fs-extra-9.0.13.tgz 0ms (cache hit)
267 http cache @types/istanbul-lib-coverage@https://registry.npmjs.org/@types/istanbul-lib-coverage/-/istanbul-lib-coverage-2.0.4.tgz 0ms (cache hit)
268 http cache @tsconfig/node16@https://registry.npmjs.org/@tsconfig/node16/-/node16-1.0.2.tgz 0ms (cache hit)
269 http cache @types/bluebird@https://registry.npmjs.org/@types/bluebird/-/bluebird-3.5.36.tgz 0ms (cache hit)
270 http cache @tsconfig/node14@https://registry.npmjs.org/@tsconfig/node14/-/node14-1.0.1.tgz 0ms (cache hit)
271 http cache @nodelib/fs.walk@https://registry.npmjs.org/@nodelib/fs.walk/-/fs.walk-1.2.8.tgz 0ms (cache hit)
272 http cache @sinclair/typebox@https://registry.npmjs.org/@sinclair/typebox/-/typebox-0.27.8.tgz 0ms (cache hit)
273 http cache @tsconfig/node10@https://registry.npmjs.org/@tsconfig/node10/-/node10-1.0.8.tgz 0ms (cache hit)
274 http cache @tsconfig/node12@https://registry.npmjs.org/@tsconfig/node12/-/node12-1.0.9.tgz 0ms (cache hit)
275 http cache @nodelib/fs.stat@https://registry.npmjs.org/@nodelib/fs.stat/-/fs.stat-2.0.5.tgz 0ms (cache hit)
276 http cache @nodelib/fs.scandir@https://registry.npmjs.org/@nodelib/fs.scandir/-/fs.scandir-2.1.5.tgz 0ms (cache hit)
277 http cache @jridgewell/trace-mapping@https://registry.npmjs.org/@jridgewell/trace-mapping/-/trace-mapping-0.3.9.tgz 0ms (cache hit)
278 http cache @jridgewell/sourcemap-codec@https://registry.npmjs.org/@jridgewell/sourcemap-codec/-/sourcemap-codec-1.4.13.tgz 0ms (cache hit)
279 http cache @jest/types@https://registry.npmjs.org/@jest/types/-/types-29.6.3.tgz 0ms (cache hit)
280 http cache @jest/schemas@https://registry.npmjs.org/@jest/schemas/-/schemas-29.6.3.tgz 0ms (cache hit)
281 http cache @types/caseless@https://registry.npmjs.org/@types/caseless/-/caseless-0.12.2.tgz 0ms (cache hit)
282 http cache @jest/expect-utils@https://registry.npmjs.org/@jest/expect-utils/-/expect-utils-29.6.4.tgz 0ms (cache hit)
283 http cache @fastify/busboy@https://registry.npmjs.org/@fastify/busboy/-/busboy-2.1.1.tgz 0ms (cache hit)
284 http cache @digitalbazaar/http-client@https://registry.npmjs.org/@digitalbazaar/http-client/-/http-client-3.4.1.tgz 0ms (cache hit)
285 http cache @cspotcode/source-map-support@https://registry.npmjs.org/@cspotcode/source-map-support/-/source-map-support-0.8.1.tgz 0ms (cache hit)
286 http cache supports-color@https://registry.npmjs.org/supports-color/-/supports-color-5.5.0.tgz 0ms (cache hit)
287 http cache has-flag@https://registry.npmjs.org/has-flag/-/has-flag-3.0.0.tgz 0ms (cache hit)
288 http cache @babel/highlight@https://registry.npmjs.org/@babel/highlight/-/highlight-7.22.13.tgz 0ms (cache hit)
289 http cache escape-string-regexp@https://registry.npmjs.org/escape-string-regexp/-/escape-string-regexp-1.0.5.tgz 0ms (cache hit)
290 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-7.22.5.tgz 0ms (cache hit)
291 http cache color-name@https://registry.npmjs.org/color-name/-/color-name-1.1.3.tgz 0ms (cache hit)
292 http cache color-convert@https://registry.npmjs.org/color-convert/-/color-convert-1.9.3.tgz 0ms (cache hit)
293 http cache chalk@https://registry.npmjs.org/chalk/-/chalk-2.4.2.tgz 0ms (cache hit)
294 http cache ansi-styles@https://registry.npmjs.org/ansi-styles/-/ansi-styles-3.2.1.tgz 0ms (cache hit)
295 http cache @babel/code-frame@https://registry.npmjs.org/@babel/code-frame/-/code-frame-7.22.13.tgz 0ms (cache hit)
296 http cache supports-color@https://registry.npmjs.org/supports-color/-/supports-color-5.5.0.tgz 0ms (cache hit)
297 http cache has-flag@https://registry.npmjs.org/has-flag/-/has-flag-3.0.0.tgz 0ms (cache hit)
298 http cache color-name@https://registry.npmjs.org/color-name/-/color-name-1.1.3.tgz 0ms (cache hit)
299 http cache escape-string-regexp@https://registry.npmjs.org/escape-string-regexp/-/escape-string-regexp-1.0.5.tgz 0ms (cache hit)
300 http cache @types/debug@https://registry.npmjs.org/@types/debug/-/debug-4.1.7.tgz 0ms (cache hit)
301 http cache @jridgewell/resolve-uri@https://registry.npmjs.org/@jridgewell/resolve-uri/-/resolve-uri-3.0.7.tgz 0ms (cache hit)
302 silly tarball no local data for zx@https://registry.npmjs.org/zx/-/zx-6.2.4.tgz. Extracting by manifest.
303 silly tarball no local data for chalk@https://registry.npmjs.org/chalk/-/chalk-5.0.1.tgz. Extracting by manifest.
304 silly tarball no local data for globby@https://registry.npmjs.org/globby/-/globby-13.1.1.tgz. Extracting by manifest.
305 silly tarball no local data for @types/node@https://registry.npmjs.org/@types/node/-/node-17.0.41.tgz. Extracting by manifest.
306 silly tarball no local data for yn@https://registry.npmjs.org/yn/-/yn-3.1.1.tgz. Extracting by manifest.
307 silly tarball no local data for yaml@https://registry.npmjs.org/yaml/-/yaml-2.1.1.tgz. Extracting by manifest.
308 http cache color-convert@https://registry.npmjs.org/color-convert/-/color-convert-1.9.3.tgz 0ms (cache hit)
309 silly tarball no local data for xtend@https://registry.npmjs.org/xtend/-/xtend-4.0.2.tgz. Extracting by manifest.
310 silly tarball no local data for web-streams-polyfill@https://registry.npmjs.org/web-streams-polyfill/-/web-streams-polyfill-3.2.1.tgz. Extracting by manifest.
311 silly tarball no local data for vfile@https://registry.npmjs.org/vfile/-/vfile-4.2.1.tgz. Extracting by manifest.
312 silly tarball no local data for verror@https://registry.npmjs.org/verror/-/verror-1.10.0.tgz. Extracting by manifest.
313 silly tarball no local data for core-util-is@https://registry.npmjs.org/core-util-is/-/core-util-is-1.0.2.tgz. Extracting by manifest.
314 silly tarball no local data for uuid@https://registry.npmjs.org/uuid/-/uuid-3.4.0.tgz. Extracting by manifest.
315 silly tarball no local data for vfile-message@https://registry.npmjs.org/vfile-message/-/vfile-message-2.0.4.tgz. Extracting by manifest.
316 http cache ansi-styles@https://registry.npmjs.org/ansi-styles/-/ansi-styles-3.2.1.tgz 0ms (cache hit)
317 http cache chalk@https://registry.npmjs.org/chalk/-/chalk-2.4.2.tgz 0ms (cache hit)
318 silly tarball no local data for v8-compile-cache-lib@https://registry.npmjs.org/v8-compile-cache-lib/-/v8-compile-cache-lib-3.0.1.tgz. Extracting by manifest.
319 silly tarball no local data for uri-js@https://registry.npmjs.org/uri-js/-/uri-js-4.4.1.tgz. Extracting by manifest.
320 silly tarball no local data for unist-util-visit-parents@https://registry.npmjs.org/unist-util-visit-parents/-/unist-util-visit-parents-3.1.1.tgz. Extracting by manifest.
321 silly tarball no local data for universalify@https://registry.npmjs.org/universalify/-/universalify-2.0.0.tgz. Extracting by manifest.
322 silly tarball no local data for unist-util-visit@https://registry.npmjs.org/unist-util-visit/-/unist-util-visit-2.0.3.tgz. Extracting by manifest.
323 silly tarball no local data for unist-util-stringify-position@https://registry.npmjs.org/unist-util-stringify-position/-/unist-util-stringify-position-2.0.3.tgz. Extracting by manifest.
324 silly tarball no local data for unist-util-generated@https://registry.npmjs.org/unist-util-generated/-/unist-util-generated-1.1.6.tgz. Extracting by manifest.
325 silly tarball no local data for unist-util-position@https://registry.npmjs.org/unist-util-position/-/unist-util-position-3.1.0.tgz. Extracting by manifest.
326 silly tarball no local data for unist-util-is@https://registry.npmjs.org/unist-util-is/-/unist-util-is-4.1.0.tgz. Extracting by manifest.
327 silly tarball no local data for unist-builder@https://registry.npmjs.org/unist-builder/-/unist-builder-2.0.3.tgz. Extracting by manifest.
328 silly tarball no local data for typescript@https://registry.npmjs.org/typescript/-/typescript-4.7.3.tgz. Extracting by manifest.
329 silly tarball no local data for unified@https://registry.npmjs.org/unified/-/unified-9.2.2.tgz. Extracting by manifest.
330 silly tarball no local data for undici@https://registry.npmjs.org/undici/-/undici-5.28.4.tgz. Extracting by manifest.
331 silly tarball no local data for tunnel-agent@https://registry.npmjs.org/tunnel-agent/-/tunnel-agent-0.6.0.tgz. Extracting by manifest.
332 silly tarball no local data for ts-node@https://registry.npmjs.org/ts-node/-/ts-node-10.8.1.tgz. Extracting by manifest.
333 silly tarball no local data for trough@https://registry.npmjs.org/trough/-/trough-1.0.5.tgz. Extracting by manifest.
334 silly tarball no local data for tweetnacl@https://registry.npmjs.org/tweetnacl/-/tweetnacl-0.14.5.tgz. Extracting by manifest.
335 silly tarball no local data for through2@https://registry.npmjs.org/through2/-/through2-3.0.2.tgz. Extracting by manifest.
336 silly tarball no local data for tough-cookie@https://registry.npmjs.org/tough-cookie/-/tough-cookie-2.5.0.tgz. Extracting by manifest.
337 silly tarball no local data for supports-color@https://registry.npmjs.org/supports-color/-/supports-color-7.2.0.tgz. Extracting by manifest.
338 silly tarball no local data for through@https://registry.npmjs.org/through/-/through-2.3.8.tgz. Extracting by manifest.
339 silly tarball no local data for stringify-entities@https://registry.npmjs.org/stringify-entities/-/stringify-entities-3.1.0.tgz. Extracting by manifest.
340 silly tarball no local data for stream-combiner@https://registry.npmjs.org/stream-combiner/-/stream-combiner-0.2.2.tgz. Extracting by manifest.
341 silly tarball no local data for stealthy-require@https://registry.npmjs.org/stealthy-require/-/stealthy-require-1.1.1.tgz. Extracting by manifest.
342 silly tarball no local data for space-separated-tokens@https://registry.npmjs.org/space-separated-tokens/-/space-separated-tokens-1.1.5.tgz. Extracting by manifest.
343 silly tarball no local data for sshpk@https://registry.npmjs.org/sshpk/-/sshpk-1.17.0.tgz. Extracting by manifest.
344 silly tarball no local data for split@https://registry.npmjs.org/split/-/split-1.0.1.tgz. Extracting by manifest.
345 silly tarball no local data for safer-buffer@https://registry.npmjs.org/safer-buffer/-/safer-buffer-2.1.2.tgz. Extracting by manifest.
346 silly tarball no local data for safe-buffer@https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.2.1.tgz. Extracting by manifest.
347 silly tarball no local data for run-parallel@https://registry.npmjs.org/run-parallel/-/run-parallel-1.2.0.tgz. Extracting by manifest.
348 silly tarball no local data for request-promise-core@https://registry.npmjs.org/request-promise-core/-/request-promise-core-1.1.4.tgz. Extracting by manifest.
349 silly tarball no local data for form-data@https://registry.npmjs.org/form-data/-/form-data-2.3.3.tgz. Extracting by manifest.
350 silly tarball no local data for request@https://registry.npmjs.org/request/-/request-2.88.2.tgz. Extracting by manifest.
351 silly tarball no local data for remark-rehype@https://registry.npmjs.org/remark-rehype/-/remark-rehype-8.1.0.tgz. Extracting by manifest.
352 silly tarball no local data for request-promise@https://registry.npmjs.org/request-promise/-/request-promise-4.2.6.tgz. Extracting by manifest.
353 silly tarball no local data for remark-frontmatter@https://registry.npmjs.org/remark-frontmatter/-/remark-frontmatter-3.0.0.tgz. Extracting by manifest.
354 silly tarball no local data for remark-parse@https://registry.npmjs.org/remark-parse/-/remark-parse-9.0.0.tgz. Extracting by manifest.
355 silly tarball no local data for rehype-stringify@https://registry.npmjs.org/rehype-stringify/-/rehype-stringify-8.0.0.tgz. Extracting by manifest.
356 silly tarball no local data for react-is@https://registry.npmjs.org/react-is/-/react-is-18.2.0.tgz. Extracting by manifest.
357 silly tarball no local data for qs@https://registry.npmjs.org/qs/-/qs-6.5.3.tgz. Extracting by manifest.
358 silly tarball no local data for rdf-canonize@https://registry.npmjs.org/rdf-canonize/-/rdf-canonize-3.4.0.tgz. Extracting by manifest.
359 silly tarball no local data for queue-microtask@https://registry.npmjs.org/queue-microtask/-/queue-microtask-1.2.3.tgz. Extracting by manifest.
360 silly tarball no local data for psl@https://registry.npmjs.org/psl/-/psl-1.8.0.tgz. Extracting by manifest.
361 silly tarball no local data for ps-tree@https://registry.npmjs.org/ps-tree/-/ps-tree-1.2.0.tgz. Extracting by manifest.
362 silly tarball no local data for property-information@https://registry.npmjs.org/property-information/-/property-information-5.6.0.tgz. Extracting by manifest.
363 silly tarball no local data for proxy-from-env@https://registry.npmjs.org/proxy-from-env/-/proxy-from-env-1.1.0.tgz. Extracting by manifest.
364 silly tarball no local data for pretty-format@https://registry.npmjs.org/pretty-format/-/pretty-format-29.6.3.tgz. Extracting by manifest.
365 silly tarball no local data for ansi-styles@https://registry.npmjs.org/ansi-styles/-/ansi-styles-5.2.0.tgz. Extracting by manifest.
366 silly tarball no local data for performance-now@https://registry.npmjs.org/performance-now/-/performance-now-2.1.0.tgz. Extracting by manifest.
367 silly tarball no local data for pause-stream@https://registry.npmjs.org/pause-stream/-/pause-stream-0.0.11.tgz. Extracting by manifest.
368 silly tarball no local data for parse-entities@https://registry.npmjs.org/parse-entities/-/parse-entities-2.0.0.tgz. Extracting by manifest.
369 silly tarball no local data for oauth-sign@https://registry.npmjs.org/oauth-sign/-/oauth-sign-0.9.0.tgz. Extracting by manifest.
370 silly tarball no local data for once@https://registry.npmjs.org/once/-/once-1.4.0.tgz. Extracting by manifest.
371 silly tarball no local data for node-fetch@https://registry.npmjs.org/node-fetch/-/node-fetch-3.3.2.tgz. Extracting by manifest.
372 silly tarball no local data for outdent@https://registry.npmjs.org/outdent/-/outdent-0.8.0.tgz. Extracting by manifest.
373 silly tarball no local data for moment@https://registry.npmjs.org/moment/-/moment-2.29.3.tgz. Extracting by manifest.
374 silly tarball no local data for node-domexception@https://registry.npmjs.org/node-domexception/-/node-domexception-1.0.0.tgz. Extracting by manifest.
375 silly tarball no local data for minimist@https://registry.npmjs.org/minimist/-/minimist-1.2.6.tgz. Extracting by manifest.
376 silly tarball no local data for mime-types@https://registry.npmjs.org/mime-types/-/mime-types-2.1.35.tgz. Extracting by manifest.
377 silly tarball no local data for mime-db@https://registry.npmjs.org/mime-db/-/mime-db-1.52.0.tgz. Extracting by manifest.
378 silly tarball no local data for micromark-extension-frontmatter@https://registry.npmjs.org/micromark-extension-frontmatter/-/micromark-extension-frontmatter-0.2.2.tgz. Extracting by manifest.
379 silly tarball no local data for mdurl@https://registry.npmjs.org/mdurl/-/mdurl-1.0.1.tgz. Extracting by manifest.
380 silly tarball no local data for mdast-util-to-string@https://registry.npmjs.org/mdast-util-to-string/-/mdast-util-to-string-2.0.0.tgz. Extracting by manifest.
381 silly tarball no local data for mdast-util-to-hast@https://registry.npmjs.org/mdast-util-to-hast/-/mdast-util-to-hast-10.2.0.tgz. Extracting by manifest.
382 silly tarball no local data for mdast-util-frontmatter@https://registry.npmjs.org/mdast-util-frontmatter/-/mdast-util-frontmatter-0.2.0.tgz. Extracting by manifest.
383 silly tarball no local data for mdast-util-from-markdown@https://registry.npmjs.org/mdast-util-from-markdown/-/mdast-util-from-markdown-0.8.5.tgz. Extracting by manifest.
384 silly tarball no local data for micromark@https://registry.npmjs.org/micromark/-/micromark-2.11.4.tgz. Extracting by manifest.
385 silly tarball no local data for markdown-table@https://registry.npmjs.org/markdown-table/-/markdown-table-2.0.0.tgz. Extracting by manifest.
386 silly tarball no local data for mdast-util-definitions@https://registry.npmjs.org/mdast-util-definitions/-/mdast-util-definitions-4.0.0.tgz. Extracting by manifest.
387 silly tarball no local data for make-error@https://registry.npmjs.org/make-error/-/make-error-1.3.6.tgz. Extracting by manifest.
388 silly tarball no local data for map-stream@https://registry.npmjs.org/map-stream/-/map-stream-0.1.0.tgz. Extracting by manifest.
389 silly tarball no local data for ky-universal@https://registry.npmjs.org/ky-universal/-/ky-universal-0.11.0.tgz. Extracting by manifest.
390 silly tarball no local data for jsprim@https://registry.npmjs.org/jsprim/-/jsprim-1.4.2.tgz. Extracting by manifest.
391 silly tarball no local data for ky@https://registry.npmjs.org/ky/-/ky-0.33.3.tgz. Extracting by manifest.
392 silly tarball no local data for jsonld@https://registry.npmjs.org/jsonld/-/jsonld-8.2.0.tgz. Extracting by manifest.
393 silly tarball no local data for jsonfile@https://registry.npmjs.org/jsonfile/-/jsonfile-6.1.0.tgz. Extracting by manifest.
394 silly tarball no local data for json-stringify-safe@https://registry.npmjs.org/json-stringify-safe/-/json-stringify-safe-5.0.1.tgz. Extracting by manifest.
395 silly tarball no local data for json-schema@https://registry.npmjs.org/json-schema/-/json-schema-0.4.0.tgz. Extracting by manifest.
396 silly tarball no local data for jsbn@https://registry.npmjs.org/jsbn/-/jsbn-0.1.1.tgz. Extracting by manifest.
397 silly tarball no local data for jest-util@https://registry.npmjs.org/jest-util/-/jest-util-29.6.3.tgz. Extracting by manifest.
398 silly tarball no local data for jest-message-util@https://registry.npmjs.org/jest-message-util/-/jest-message-util-29.6.3.tgz. Extracting by manifest.
399 silly tarball no local data for jest-matcher-utils@https://registry.npmjs.org/jest-matcher-utils/-/jest-matcher-utils-29.6.4.tgz. Extracting by manifest.
400 silly tarball no local data for jest-get-type@https://registry.npmjs.org/jest-get-type/-/jest-get-type-29.6.3.tgz. Extracting by manifest.
401 silly tarball no local data for isexe@https://registry.npmjs.org/isexe/-/isexe-2.0.0.tgz. Extracting by manifest.
402 silly tarball no local data for isstream@https://registry.npmjs.org/isstream/-/isstream-0.1.2.tgz. Extracting by manifest.
403 silly tarball no local data for jest-diff@https://registry.npmjs.org/jest-diff/-/jest-diff-29.6.4.tgz. Extracting by manifest.
404 silly tarball no local data for is-plain-obj@https://registry.npmjs.org/is-plain-obj/-/is-plain-obj-2.1.0.tgz. Extracting by manifest.
405 silly tarball no local data for is-extglob@https://registry.npmjs.org/is-extglob/-/is-extglob-2.1.1.tgz. Extracting by manifest.
406 silly tarball no local data for is-decimal@https://registry.npmjs.org/is-decimal/-/is-decimal-1.0.4.tgz. Extracting by manifest.
407 silly tarball no local data for is-alphanumerical@https://registry.npmjs.org/is-alphanumerical/-/is-alphanumerical-1.0.4.tgz. Extracting by manifest.
408 silly tarball no local data for is-buffer@https://registry.npmjs.org/is-buffer/-/is-buffer-2.0.5.tgz. Extracting by manifest.
409 silly tarball no local data for is-hexadecimal@https://registry.npmjs.org/is-hexadecimal/-/is-hexadecimal-1.0.4.tgz. Extracting by manifest.
410 silly tarball no local data for is-alphabetical@https://registry.npmjs.org/is-alphabetical/-/is-alphabetical-1.0.4.tgz. Extracting by manifest.
411 silly tarball no local data for ignore@https://registry.npmjs.org/ignore/-/ignore-5.2.0.tgz. Extracting by manifest.
412 silly tarball no local data for http-signature@https://registry.npmjs.org/http-signature/-/http-signature-1.2.0.tgz. Extracting by manifest.
413 silly tarball no local data for inflight@https://registry.npmjs.org/inflight/-/inflight-1.0.6.tgz. Extracting by manifest.
414 silly tarball no local data for html-void-elements@https://registry.npmjs.org/html-void-elements/-/html-void-elements-1.0.5.tgz. Extracting by manifest.
415 silly tarball no local data for hast-util-whitespace@https://registry.npmjs.org/hast-util-whitespace/-/hast-util-whitespace-1.0.4.tgz. Extracting by manifest.
416 silly tarball no local data for hast-util-to-html@https://registry.npmjs.org/hast-util-to-html/-/hast-util-to-html-7.1.3.tgz. Extracting by manifest.
417 silly tarball no local data for hast-util-is-element@https://registry.npmjs.org/hast-util-is-element/-/hast-util-is-element-1.1.0.tgz. Extracting by manifest.
418 silly tarball no local data for har-validator@https://registry.npmjs.org/har-validator/-/har-validator-5.1.5.tgz. Extracting by manifest.
419 silly tarball no local data for har-schema@https://registry.npmjs.org/har-schema/-/har-schema-2.0.0.tgz. Extracting by manifest.
420 silly tarball no local data for fs.realpath@https://registry.npmjs.org/fs.realpath/-/fs.realpath-1.0.0.tgz. Extracting by manifest.
421 silly tarball no local data for fs-extra@https://registry.npmjs.org/fs-extra/-/fs-extra-10.1.0.tgz. Extracting by manifest.
422 silly tarball no local data for formdata-polyfill@https://registry.npmjs.org/formdata-polyfill/-/formdata-polyfill-4.0.10.tgz. Extracting by manifest.
423 silly tarball no local data for from@https://registry.npmjs.org/from/-/from-0.1.7.tgz. Extracting by manifest.
424 silly tarball no local data for format@https://registry.npmjs.org/format/-/format-0.2.2.tgz. Extracting by manifest.
425 silly tarball no local data for form-data@https://registry.npmjs.org/form-data/-/form-data-2.5.1.tgz. Extracting by manifest.
426 silly tarball no local data for forever-agent@https://registry.npmjs.org/forever-agent/-/forever-agent-0.6.1.tgz. Extracting by manifest.
427 silly tarball no local data for follow-redirects@https://registry.npmjs.org/follow-redirects/-/follow-redirects-1.15.6.tgz. Extracting by manifest.
428 silly tarball no local data for fetch-blob@https://registry.npmjs.org/fetch-blob/-/fetch-blob-3.1.5.tgz. Extracting by manifest.
429 silly tarball no local data for fill-range@https://registry.npmjs.org/fill-range/-/fill-range-7.1.1.tgz. Extracting by manifest.
430 silly tarball no local data for fault@https://registry.npmjs.org/fault/-/fault-1.0.4.tgz. Extracting by manifest.
431 silly tarball no local data for fastq@https://registry.npmjs.org/fastq/-/fastq-1.13.0.tgz. Extracting by manifest.
432 silly tarball no local data for getpass@https://registry.npmjs.org/getpass/-/getpass-0.1.7.tgz. Extracting by manifest.
433 silly tarball no local data for fastmatter@https://registry.npmjs.org/fastmatter/-/fastmatter-2.1.1.tgz. Extracting by manifest.
434 silly tarball no local data for fast-glob@https://registry.npmjs.org/fast-glob/-/fast-glob-3.2.11.tgz. Extracting by manifest.
435 silly tarball no local data for extend@https://registry.npmjs.org/extend/-/extend-3.0.2.tgz. Extracting by manifest.
436 silly tarball no local data for extsprintf@https://registry.npmjs.org/extsprintf/-/extsprintf-1.3.0.tgz. Extracting by manifest.
437 silly tarball no local data for split@https://registry.npmjs.org/split/-/split-0.3.3.tgz. Extracting by manifest.
438 silly tarball no local data for expect@https://registry.npmjs.org/expect/-/expect-29.6.4.tgz. Extracting by manifest.
439 silly tarball no local data for event-target-shim@https://registry.npmjs.org/event-target-shim/-/event-target-shim-5.0.1.tgz. Extracting by manifest.
440 silly tarball no local data for event-stream@https://registry.npmjs.org/event-stream/-/event-stream-3.3.4.tgz. Extracting by manifest.
441 silly tarball no local data for ecc-jsbn@https://registry.npmjs.org/ecc-jsbn/-/ecc-jsbn-0.1.2.tgz. Extracting by manifest.
442 silly tarball no local data for stream-combiner@https://registry.npmjs.org/stream-combiner/-/stream-combiner-0.0.4.tgz. Extracting by manifest.
443 silly tarball no local data for duplexer@https://registry.npmjs.org/duplexer/-/duplexer-0.1.2.tgz. Extracting by manifest.
444 silly tarball no local data for delayed-stream@https://registry.npmjs.org/delayed-stream/-/delayed-stream-1.0.0.tgz. Extracting by manifest.
445 silly tarball no local data for diff@https://registry.npmjs.org/diff/-/diff-4.0.2.tgz. Extracting by manifest.
446 silly tarball no local data for diff-sequences@https://registry.npmjs.org/diff-sequences/-/diff-sequences-29.6.3.tgz. Extracting by manifest.
447 silly tarball no local data for data-uri-to-buffer@https://registry.npmjs.org/data-uri-to-buffer/-/data-uri-to-buffer-4.0.0.tgz. Extracting by manifest.
448 silly tarball no local data for dashdash@https://registry.npmjs.org/dashdash/-/dashdash-1.14.1.tgz. Extracting by manifest.
449 silly tarball no local data for create-require@https://registry.npmjs.org/create-require/-/create-require-1.1.1.tgz. Extracting by manifest.
450 silly tarball no local data for concat-map@https://registry.npmjs.org/concat-map/-/concat-map-0.0.1.tgz. Extracting by manifest.
451 silly tarball no local data for commander@https://registry.npmjs.org/commander/-/commander-8.3.0.tgz. Extracting by manifest.
452 silly tarball no local data for combined-stream@https://registry.npmjs.org/combined-stream/-/combined-stream-1.0.8.tgz. Extracting by manifest.
453 silly tarball no local data for comma-separated-tokens@https://registry.npmjs.org/comma-separated-tokens/-/comma-separated-tokens-1.0.8.tgz. Extracting by manifest.
454 silly tarball no local data for character-reference-invalid@https://registry.npmjs.org/character-reference-invalid/-/character-reference-invalid-1.1.4.tgz. Extracting by manifest.
455 silly tarball no local data for character-entities-legacy@https://registry.npmjs.org/character-entities-legacy/-/character-entities-legacy-1.1.4.tgz. Extracting by manifest.
456 silly tarball no local data for character-entities@https://registry.npmjs.org/character-entities/-/character-entities-1.2.4.tgz. Extracting by manifest.
457 silly tarball no local data for ccount@https://registry.npmjs.org/ccount/-/ccount-1.1.0.tgz. Extracting by manifest.
458 silly tarball no local data for character-entities-html4@https://registry.npmjs.org/character-entities-html4/-/character-entities-html4-1.1.4.tgz. Extracting by manifest.
459 silly tarball no local data for caseless@https://registry.npmjs.org/caseless/-/caseless-0.12.0.tgz. Extracting by manifest.
460 silly tarball no local data for canonicalize@https://registry.npmjs.org/canonicalize/-/canonicalize-1.0.8.tgz. Extracting by manifest.
461 silly tarball no local data for braces@https://registry.npmjs.org/braces/-/braces-3.0.3.tgz. Extracting by manifest.
462 silly tarball no local data for bail@https://registry.npmjs.org/bail/-/bail-1.0.5.tgz. Extracting by manifest.
463 silly tarball no local data for balanced-match@https://registry.npmjs.org/balanced-match/-/balanced-match-1.0.2.tgz. Extracting by manifest.
464 silly tarball no local data for axios@https://registry.npmjs.org/axios/-/axios-0.28.0.tgz. Extracting by manifest.
465 silly tarball no local data for form-data@https://registry.npmjs.org/form-data/-/form-data-4.0.0.tgz. Extracting by manifest.
466 silly tarball no local data for aws4@https://registry.npmjs.org/aws4/-/aws4-1.11.0.tgz. Extracting by manifest.
467 silly tarball no local data for aws-sign2@https://registry.npmjs.org/aws-sign2/-/aws-sign2-0.7.0.tgz. Extracting by manifest.
468 silly tarball no local data for asn1@https://registry.npmjs.org/asn1/-/asn1-0.2.6.tgz. Extracting by manifest.
469 silly tarball no local data for assert-plus@https://registry.npmjs.org/assert-plus/-/assert-plus-1.0.0.tgz. Extracting by manifest.
470 silly tarball no local data for asynckit@https://registry.npmjs.org/asynckit/-/asynckit-0.4.0.tgz. Extracting by manifest.
471 silly tarball no local data for bcrypt-pbkdf@https://registry.npmjs.org/bcrypt-pbkdf/-/bcrypt-pbkdf-1.0.2.tgz. Extracting by manifest.
472 silly tarball no local data for arg@https://registry.npmjs.org/arg/-/arg-4.1.3.tgz. Extracting by manifest.
473 silly tarball no local data for ansi-styles@https://registry.npmjs.org/ansi-styles/-/ansi-styles-4.3.0.tgz. Extracting by manifest.
474 silly tarball no local data for acorn@https://registry.npmjs.org/acorn/-/acorn-8.7.1.tgz. Extracting by manifest.
